时间,电压,周期,温箱数据
16:08:36,60.500,4,104
16:08:41,60.500,4,104
16:08:44,60.500,4,104
16:08:48,60.500,4,103
16:08:52,60.500,4,102
16:08:56,60.500,4,104
16:09:00,60.500,4,103
16:09:04,60.500,4,102
16:09:08,60.500,4,104
16:09:12,60.500,4,104
16:09:16,60.500,4,104
16:09:20,60.500,4,103
16:09:24,60.500,4,103
16:09:28,20.500,4,104
16:09:32,20.500,4,105
16:09:36,20.500,4,105
16:09:40,20.500,4,104
16:09:44,20.500,4,104
16:09:48,20.500,4,104
16:09:52,20.500,4,105
16:09:56,20.500,4,104
16:10:00,20.500,4,103
16:10:04,20.500,4,103
16:10:09,20.500,4,103
16:10:12,20.500,4,104
16:10:16,20.500,4,105
16:10:20,20.500,4,103
16:10:24,20.500,4,104
16:10:28,20.500,4,104
16:10:32,20.500,4,103
16:10:36,20.500,4,104
16:10:40,20.500,4,105
16:10:44,20.500,4,104
16:10:48,20.500,4,104
16:10:52,20.500,4,102
16:10:56,20.500,4,104
16:11:00,20.500,4,104
16:11:04,20.500,4,105
16:11:08,20.500,4,103
16:11:12,20.500,4,103
16:11:16,20.500,4,104
16:11:20,20.500,4,103
16:11:24,20.500,4,104
16:11:28,60.500,4,106
16:11:32,60.500,4,103
16:11:36,60.500,4,102
16:11:40,60.500,4,104
16:11:44,60.500,4,103
16:11:48,60.500,4,104
16:11:52,60.500,4,104
16:11:57,60.500,4,102
16:12:00,60.500,4,103
16:12:04,60.500,4,104
16:12:08,60.500,4,103
16:12:12,60.500,4,102
16:12:16,60.500,4,104
16:12:20,60.500,4,103
16:12:24,60.500,4,103
16:12:28,60.500,4,104
16:12:32,60.500,4,102
16:12:36,60.500,4,102
16:12:40,60.500,4,104
16:12:44,60.500,4,104
16:12:48,60.500,4,102
16:12:52,60.500,4,103
16:12:56,60.500,4,101
16:13:00,60.500,4,105
16:13:04,60.500,4,105
16:13:08,60.500,4,103
16:13:12,60.500,4,104
16:13:16,60.500,4,105
16:13:21,60.500,4,104
16:13:25,60.500,4,104
16:13:29,20.500,4,105
16:13:33,20.500,4,104
16:13:37,20.500,4,103
16:13:41,20.500,4,103
16:13:45,20.500,4,104
16:13:49,20.500,4,105
16:13:53,20.500,4,104
16:13:57,20.500,4,104
16:14:01,20.500,4,105
16:14:05,20.500,4,104
16:14:09,20.500,4,104
16:14:13,20.500,4,104
16:14:17,20.500,4,104
16:14:21,20.500,4,104
16:14:25,20.500,4,105
16:14:29,20.500,4,104
16:14:33,20.500,4,104
16:14:37,20.500,4,104
16:14:41,20.500,4,104
16:14:45,20.500,4,105
16:14:49,20.500,4,105
16:14:53,20.500,4,104
16:14:57,20.500,4,103
16:15:01,20.500,4,103
16:15:05,20.500,4,103
16:15:09,20.500,4,104
16:15:13,20.500,4,104
16:15:17,20.500,4,104
16:15:21,20.500,4,103
16:15:25,20.500,4,104
16:15:29,60.500,4,104
16:15:33,60.500,4,104
16:15:37,60.500,4,105
16:15:41,60.500,4,103
16:15:45,60.500,4,104
16:15:49,60.500,4,104
16:15:53,60.500,4,103
16:15:57,60.500,4,102
16:16:01,60.500,4,104
16:16:05,60.500,4,104
16:16:09,60.500,4,105
16:16:13,60.500,4,105
16:16:17,60.500,4,104
16:16:21,60.500,4,103
16:16:25,60.500,4,103
16:16:29,20.500,4,103
16:16:33,20.500,4,104
16:16:37,20.500,4,106
16:16:41,20.500,4,103
16:16:45,20.500,4,104
16:16:49,20.500,4,105
16:16:53,20.500,4,103
16:16:57,20.500,4,104
16:17:01,20.500,4,104
16:17:05,20.500,4,104
16:17:09,20.500,4,105
16:17:13,20.500,4,104
16:17:17,20.500,4,104
16:17:21,20.500,4,104
16:17:25,20.500,4,104
16:17:29,20.500,4,105
16:17:33,20.500,4,105
16:17:37,20.500,4,105
16:17:41,20.500,4,105
16:17:45,20.500,4,104
16:17:49,20.500,4,103
16:17:53,20.500,4,102
16:17:57,20.500,4,104
16:18:01,20.500,4,102
16:18:05,20.500,4,104
16:18:09,20.500,4,105
16:18:13,20.500,4,102
16:18:17,20.500,4,103
16:18:21,20.500,4,103
16:18:25,20.500,4,104
16:18:29,20.500,4,104
16:18:33,20.500,4,104
16:18:37,20.500,4,104
16:18:41,20.500,4,103
16:18:45,20.500,4,103
16:18:49,20.500,4,101
16:18:53,20.500,4,104
16:18:57,20.500,4,105
16:19:01,20.500,4,104
16:19:05,20.500,4,105
16:19:09,20.500,4,103
16:19:13,20.500,4,101
16:19:17,20.500,4,102
16:19:21,20.500,4,103
16:19:25,20.500,4,104
16:19:29,60.500,4,102
16:19:33,60.500,4,102
16:19:37,60.500,4,102
16:19:41,60.500,4,103
16:19:45,60.500,4,103
16:19:49,60.500,4,102
16:19:53,60.500,4,101
16:19:57,60.500,4,104
16:20:01,60.500,4,103
16:20:05,60.500,4,103
16:20:09,60.500,4,102
16:20:13,60.500,4,102
16:20:17,60.500,4,103
16:20:21,60.500,4,103
16:20:25,60.500,4,103
16:20:29,20.500,4,102
16:20:33,20.500,4,103
16:20:37,20.500,4,104
16:20:41,20.500,4,104
16:20:45,20.500,4,103
16:20:49,20.500,4,100
16:20:53,20.500,4,103
16:20:57,20.500,4,103
16:21:01,20.500,4,103
16:21:05,20.500,4,103
16:21:09,20.500,4,104
16:21:13,20.500,4,103
16:21:17,20.500,4,103
16:21:21,20.500,4,103
16:21:25,20.500,4,103
16:21:29,20.500,4,102
16:21:33,20.500,4,103
16:21:37,20.500,4,102
16:21:41,20.500,4,103
16:21:45,20.500,4,103
16:21:49,20.500,4,103
16:21:53,20.500,4,103
16:21:57,20.500,4,102
16:22:01,20.500,4,103
16:22:05,20.500,4,102
16:22:09,20.500,4,102
16:22:13,20.500,4,103
16:22:17,20.500,4,103
16:22:21,20.500,4,103
16:22:25,20.500,4,102
16:22:29,60.500,4,102
16:22:33,60.500,4,102
16:22:37,60.500,4,103
16:22:41,60.500,4,102
16:22:45,60.500,4,102
16:22:49,60.500,4,103
16:22:53,60.500,4,101
16:22:57,60.500,4,103
16:23:01,60.500,4,103
16:23:05,60.500,4,103
16:23:09,60.500,4,102
16:23:13,60.500,4,101
16:23:17,60.500,4,102
16:23:21,60.500,4,104
16:23:25,60.500,4,103
16:23:29,20.500,4,101
16:23:33,20.500,4,102
16:23:37,20.500,4,102
16:23:41,20.500,4,103
16:23:45,20.500,4,102
16:23:49,20.500,4,102
16:23:53,20.500,4,102
16:23:57,20.500,4,103
16:24:01,20.500,4,104
16:24:05,20.500,4,102
16:24:09,20.500,4,103
16:24:13,20.500,4,102
16:24:17,20.500,4,102
16:24:21,20.500,4,103
16:24:25,20.500,4,101
16:24:29,60.500,4,103
16:24:34,60.500,4,102
16:24:38,60.500,4,102
16:24:42,60.500,4,101
16:24:46,60.500,4,102
16:24:50,60.500,4,103
16:24:54,60.500,4,103
16:24:58,60.500,4,101
16:25:02,60.500,4,102
16:25:06,60.500,4,103
16:25:10,60.500,4,103
16:25:14,60.500,4,102
16:25:18,60.500,4,102
16:25:22,60.500,4,102
16:25:26,60.500,4,102
16:25:30,60.500,4,102
16:25:34,60.500,4,102
16:25:38,60.500,4,102
16:25:42,60.500,4,101
16:25:46,60.500,4,102
16:25:50,60.500,4,102
16:25:54,60.500,4,102
16:25:58,60.500,4,103
16:26:02,60.500,4,102
16:26:06,60.500,4,103
16:26:10,60.500,4,103
16:26:14,60.500,4,103
16:26:18,60.500,4,104
16:26:22,60.500,4,102
16:26:26,60.500,4,104
16:26:30,20.500,4,103
16:26:34,20.500,4,102
16:26:38,20.500,4,103
16:26:42,20.500,4,103
16:26:46,20.500,4,103
16:26:50,20.500,4,104
16:26:54,20.500,4,102
16:26:58,20.500,4,103
16:27:02,20.500,4,104
16:27:06,20.500,4,102
16:27:10,20.500,4,103
16:27:14,20.500,4,105
16:27:18,20.500,4,104
16:27:22,20.500,4,103
16:27:26,20.500,4,102
16:27:30,60.500,4,103
16:27:34,60.500,4,104
16:27:38,60.500,4,104
16:27:42,60.500,4,104
16:27:46,60.500,4,102
16:27:50,60.500,4,103
16:27:54,60.500,4,103
16:27:58,60.500,4,104
16:28:02,60.500,4,104
16:28:06,60.500,4,104
16:28:10,60.500,4,104
16:28:14,60.500,4,104
16:28:18,60.500,4,103
16:28:22,60.500,4,103
16:28:26,60.500,4,104
16:28:30,60.500,4,103
16:28:34,60.500,4,104
16:28:38,60.500,4,105
16:28:42,60.500,4,104
16:28:46,60.500,4,104
16:28:50,60.500,4,105
16:28:54,60.500,4,104
16:28:58,60.500,4,104
16:29:02,60.500,4,104
16:29:06,60.500,4,104
16:29:10,60.500,4,104
16:29:14,60.500,4,104
16:29:18,60.500,4,104
16:29:22,60.500,4,104
16:29:26,60.500,4,104
16:29:30,20.500,4,104
16:29:34,20.500,4,104
16:29:38,20.500,4,105
16:29:42,20.500,4,103
16:29:46,20.500,4,105
16:29:50,20.500,4,105
16:29:54,20.500,4,106
16:29:58,20.500,4,105
16:30:02,20.500,4,104
16:30:06,20.500,4,104
16:30:10,20.500,4,105
16:30:14,20.500,4,105
16:30:18,20.500,4,105
16:30:22,20.500,4,105
16:30:26,20.500,4,105
16:30:30,20.500,4,105
16:30:34,20.500,4,106
16:30:39,20.500,4,104
16:30:42,20.500,4,105
16:30:46,20.500,4,104
16:30:50,20.500,4,106
16:30:54,20.500,4,105
16:30:58,20.500,4,105
16:31:02,20.500,4,105
16:31:06,20.500,4,106
16:31:10,20.500,4,105
16:31:14,20.500,4,105
16:31:18,20.500,4,104
16:31:22,20.500,4,106
16:31:26,20.500,4,104
16:31:30,20.500,4,103
16:31:34,20.500,4,105
16:31:38,20.500,4,104
16:31:42,20.500,4,105
16:31:46,20.500,4,105
16:31:50,20.500,4,105
16:31:54,20.500,4,105
16:31:58,20.500,4,104
16:32:02,20.500,4,105
16:32:06,20.500,4,104
16:32:10,20.500,4,104
16:32:14,20.500,4,106
16:32:18,20.500,4,106
16:32:22,20.500,4,103
16:32:26,20.500,4,104
16:32:30,60.500,4,103
16:32:34,60.500,4,104
16:32:38,60.500,4,105
16:32:42,60.500,4,104
16:32:46,60.500,4,106
16:32:50,60.500,4,103
16:32:54,60.500,4,103
16:32:58,60.500,4,105
16:33:02,60.500,4,105
16:33:06,60.500,4,104
16:33:10,60.500,4,104
16:33:14,60.500,4,103
16:33:18,60.500,4,104
16:33:22,60.500,4,104
16:33:26,60.500,4,105
16:33:30,60.500,4,107
16:33:34,60.500,4,105
16:33:38,60.500,4,104
16:33:42,60.500,4,105
16:33:46,60.500,4,106
16:33:50,60.500,4,104
16:33:54,60.500,4,105
16:33:58,60.500,4,103
16:34:02,60.500,4,103
16:34:06,60.500,4,104
16:34:10,60.500,4,104
16:34:14,60.500,4,104
16:34:18,60.500,4,104
16:34:22,60.500,4,105
16:34:26,60.500,4,104
16:34:30,60.500,4,104
16:34:34,60.500,4,105
16:34:38,60.500,4,105
16:34:42,60.500,4,106
16:34:46,60.500,4,104
16:34:50,60.500,4,104
16:34:54,60.500,4,106
16:34:58,60.500,4,104
16:35:02,60.500,4,104
16:35:06,60.500,4,106
16:35:10,60.500,4,105
16:35:14,60.500,4,106
16:35:18,60.500,4,105
16:35:22,60.500,4,105
16:35:26,60.500,4,106
16:35:30,20.500,4,106
16:35:34,20.500,4,105
16:35:38,20.500,4,105
16:35:42,20.500,4,107
16:35:46,20.500,4,106
16:35:51,20.500,4,104
16:35:55,20.500,4,105
16:35:59,20.500,4,106
16:36:03,20.500,4,106
16:36:07,20.500,4,106
16:36:11,20.500,4,106
16:36:15,20.500,4,103
16:36:19,20.500,4,105
16:36:23,20.500,4,106
16:36:27,20.500,4,105
16:36:31,60.500,4,106
16:36:35,60.500,4,106
16:36:39,60.500,4,107
16:36:43,60.500,4,107
16:36:47,60.500,4,105
16:36:51,60.500,4,106
16:36:55,60.500,4,106
16:36:59,60.500,4,105
16:37:03,60.500,4,106
16:37:07,60.500,4,104
16:37:11,60.500,4,107
16:37:15,60.500,4,105
16:37:19,60.500,4,106
16:37:23,60.500,4,107
16:37:27,60.500,4,105
16:37:31,20.500,4,106
16:37:35,20.500,4,106
16:37:39,20.500,4,107
16:37:43,20.500,4,108
16:37:47,20.500,4,107
16:37:51,20.500,4,105
16:37:55,20.500,4,106
16:37:59,20.500,4,107
16:38:03,20.500,4,107
16:38:07,20.500,4,106
16:38:11,20.500,4,106
16:38:15,20.500,4,105
16:38:19,20.500,4,107
16:38:23,20.500,4,106
16:38:27,20.500,4,105
16:38:31,20.500,4,108
16:38:35,20.500,4,106
16:38:39,20.500,4,105
16:38:43,20.500,4,107
16:38:47,20.500,4,106
16:38:51,20.500,4,105
16:38:55,20.500,4,107
16:38:59,20.500,4,106
16:39:03,20.500,4,105
16:39:07,20.500,4,105
16:39:12,20.500,4,107
16:39:15,20.500,4,106
16:39:19,20.500,4,106
16:39:23,20.500,4,106
16:39:27,20.500,4,105
16:39:31,20.500,4,106
16:39:35,20.500,4,104
16:39:39,20.500,4,106
16:39:43,20.500,4,105
16:39:47,20.500,4,105
16:39:51,20.500,4,106
16:39:55,20.500,4,105
16:39:59,20.500,4,106
16:40:03,20.500,4,105
16:40:07,20.500,4,105
16:40:12,20.500,4,106
16:40:15,20.500,4,105
16:40:19,20.500,4,106
16:40:23,20.500,4,106
16:40:27,20.500,4,106
16:40:31,20.500,4,105
16:40:35,20.500,4,105
16:40:39,20.500,4,106
16:40:43,20.500,4,107
16:40:47,20.500,4,104
16:40:51,20.500,4,106
16:40:57,20.500,4,107
16:40:59,20.500,4,105
16:41:03,20.500,4,105
16:41:07,20.500,4,104
16:41:11,20.500,4,105
16:41:15,20.500,4,104
16:41:19,20.500,4,105
16:41:23,20.500,4,104
16:41:27,20.500,4,104
16:41:31,60.500,4,105
16:41:35,60.500,4,105
16:41:39,60.500,4,104
16:41:43,60.500,4,104
16:41:47,60.500,4,104
16:41:51,60.500,4,105
16:41:55,60.500,4,104
16:42:00,60.500,4,105
16:42:03,60.500,4,104
16:42:07,60.500,4,103
16:42:11,60.500,4,103
16:42:15,60.500,4,105
16:42:19,60.500,4,105
16:42:23,60.500,4,105
16:42:27,60.500,4,104
16:42:31,60.500,4,105
16:42:35,60.500,4,104
16:42:39,60.500,4,103
16:42:43,60.500,4,104
16:42:47,60.500,4,103
16:42:51,60.500,4,105
16:42:55,60.500,4,104
16:42:59,60.500,4,105
16:43:03,60.500,4,105
16:43:07,60.500,4,104
16:43:11,60.500,4,104
16:43:15,60.500,4,104
16:43:19,60.500,4,106
16:43:23,60.500,4,105
16:43:28,60.500,4,104
16:43:31,20.500,4,104
16:43:35,20.500,4,105
16:43:39,20.500,4,104
16:43:43,20.500,4,105
16:43:47,20.500,4,105
16:43:51,20.500,4,105
16:43:55,20.500,4,105
16:43:59,20.500,4,103
16:44:03,20.500,4,105
16:44:07,20.500,4,105
16:44:11,20.500,4,106
16:44:15,20.500,4,105
16:44:19,20.500,4,104
16:44:23,20.500,4,103
16:44:27,20.500,4,105
16:44:31,60.500,4,105
16:44:35,60.500,4,105
16:44:39,60.500,4,104
16:44:43,60.500,4,104
16:44:47,60.500,4,104
16:44:51,60.500,4,106
16:44:55,60.500,4,104
16:44:59,60.500,4,105
16:45:03,60.500,4,104
16:45:07,60.500,4,105
16:45:11,60.500,4,104
16:45:15,60.500,4,104
16:45:19,60.500,4,104
16:45:23,60.500,4,104
16:45:27,60.500,4,106
16:45:31,20.500,4,106
16:45:35,20.500,4,105
16:45:39,20.500,4,103
16:45:43,20.500,4,105
16:45:47,20.500,4,105
16:45:51,20.500,4,106
16:45:55,20.500,4,106
16:45:59,20.500,4,105
16:46:03,20.500,4,104
16:46:07,20.500,4,105
16:46:11,20.500,4,106
16:46:15,20.500,4,104
16:46:19,20.500,4,104
16:46:23,20.500,4,105
16:46:27,20.500,4,106
16:46:31,60.500,4,105
16:46:36,60.500,4,106
16:46:39,60.500,4,105
16:46:43,60.500,4,105
16:46:47,60.500,4,105
16:46:51,60.500,4,105
16:46:55,60.500,4,105
16:46:59,60.500,4,106
16:47:04,60.500,4,104
16:47:08,60.500,4,106
16:47:12,60.500,4,105
16:47:16,60.500,4,105
16:47:20,60.500,4,106
16:47:24,60.500,4,105
16:47:28,60.500,4,105
16:47:32,60.500,4,105
16:47:36,60.500,4,105
16:47:40,60.500,4,105
16:47:44,60.500,4,105
16:47:48,60.500,4,105
16:47:52,60.500,4,106
16:47:56,60.500,4,104
16:48:00,60.500,4,105
16:48:04,60.500,4,105
16:48:08,60.500,4,106
16:48:12,60.500,4,106
16:48:16,60.500,4,106
16:48:20,60.500,4,106
16:48:24,60.500,4,106
16:48:28,60.500,4,109
16:48:32,60.500,4,106
16:48:36,60.500,4,106
16:48:40,60.500,4,106
16:48:44,60.500,4,107
16:48:48,60.500,4,105
16:48:52,60.500,4,106
16:48:56,60.500,4,108
16:49:00,60.500,4,106
16:49:04,60.500,4,106
16:49:08,60.500,4,107
16:49:12,60.500,4,104
16:49:16,60.500,4,107
16:49:20,60.500,4,107
16:49:24,60.500,4,107
16:49:28,60.500,4,107
16:49:32,20.500,4,105
16:49:36,20.500,4,108
16:49:40,20.500,4,107
16:49:44,20.500,4,107
16:49:48,20.500,4,107
16:49:52,20.500,4,106
16:49:56,20.500,4,108
16:50:00,20.500,4,107
16:50:04,20.500,4,107
16:50:08,20.500,4,108
16:50:12,20.500,4,108
16:50:16,20.500,4,106
16:50:20,20.500,4,107
16:50:24,20.500,4,108
16:50:28,20.500,4,107
16:50:32,20.500,4,107
16:50:36,20.500,4,107
16:50:40,20.500,4,107
16:50:44,20.500,4,108
16:50:48,20.500,4,107
16:50:52,20.500,4,107
16:50:56,20.500,4,107
16:51:00,20.500,4,108
16:51:04,20.500,4,107
16:51:08,20.500,4,107
16:51:12,20.500,4,108
16:51:16,20.500,4,106
16:51:20,20.500,4,106
16:51:24,20.500,4,106
16:51:28,20.500,4,108
16:51:32,60.500,4,108
16:51:36,60.500,4,107
16:51:40,60.500,4,107
16:51:44,60.500,4,106
16:51:48,60.500,4,107
16:51:52,60.500,4,108
16:51:56,60.500,4,107
16:52:00,60.500,4,108
16:52:04,60.500,4,108
16:52:08,60.500,4,107
16:52:12,60.500,4,107
16:52:16,60.500,4,108
16:52:20,60.500,4,107
16:52:24,60.500,4,106
16:52:28,60.500,4,108
16:52:32,60.500,4,106
16:52:37,60.500,4,108
16:52:40,60.500,4,105
16:52:44,60.500,4,108
16:52:48,60.500,4,107
16:52:52,60.500,4,107
16:52:56,60.500,4,108
16:53:00,60.500,4,108
16:53:04,60.500,4,109
16:53:08,60.500,4,107
16:53:12,60.500,4,107
16:53:16,60.500,4,107
16:53:20,60.500,4,107
16:53:24,60.500,4,108
16:53:28,60.500,4,107
16:53:32,60.500,4,108
16:53:36,60.500,4,107
16:53:40,60.500,4,108
16:53:44,60.500,4,107
16:53:48,60.500,4,107
16:53:52,60.500,4,108
16:53:56,60.500,4,108
16:54:00,60.500,4,108
16:54:04,60.500,4,108
16:54:08,60.500,4,109
16:54:12,60.500,4,109
16:54:16,60.500,4,108
16:54:20,60.500,4,106
16:54:24,60.500,4,108
16:54:28,60.500,4,109
16:54:32,60.500,4,108
16:54:36,60.500,4,109
16:54:40,60.500,4,109
16:54:44,60.500,4,109
16:54:48,60.500,4,108
16:54:52,60.500,4,110
16:54:56,60.500,4,109
16:55:00,60.500,4,108
16:55:04,60.500,4,109
16:55:08,60.500,4,109
16:55:12,60.500,4,110
16:55:16,60.500,4,110
16:55:20,60.500,4,109
16:55:24,60.500,4,109
16:55:28,60.500,4,110
16:55:32,20.500,4,110
16:55:36,20.500,4,108
16:55:40,20.500,4,108
16:55:44,20.500,4,111
16:55:48,20.500,4,109
16:55:52,20.500,4,111
16:55:56,20.500,4,111
16:56:00,20.500,4,108
16:56:04,20.500,4,111
16:56:08,20.500,4,110
16:56:12,20.500,4,111
16:56:16,20.500,4,110
16:56:20,20.500,4,109
16:56:24,20.500,4,109
16:56:28,20.500,4,110
16:56:32,60.500,4,108
16:56:36,60.500,4,109
16:56:40,60.500,4,108
16:56:44,60.500,4,111
16:56:48,60.500,4,111
16:56:52,60.500,4,111
16:56:56,60.500,4,109
16:57:00,60.500,4,109
16:57:04,60.500,4,110
16:57:08,60.500,4,111
16:57:12,60.500,4,108
16:57:16,60.500,4,109
16:57:20,60.500,4,110
16:57:24,60.500,4,109
16:57:28,60.500,4,110
16:57:32,60.500,4,111
16:57:36,60.500,4,110
16:57:40,60.500,4,110
16:57:44,60.500,4,111
16:57:48,60.500,4,109
16:57:52,60.500,4,110
16:57:56,60.500,4,111
16:58:01,60.500,4,112
16:58:05,60.500,4,112
16:58:08,60.500,4,110
16:58:12,60.500,4,111
16:58:17,60.500,4,110
16:58:21,60.500,4,110
16:58:25,60.500,4,110
16:58:29,60.500,4,111
16:58:33,60.500,4,111
16:58:37,60.500,4,111
16:58:41,60.500,4,111
16:58:45,60.500,4,110
16:58:49,60.500,4,112
16:58:53,60.500,4,110
16:58:57,60.500,4,111
16:59:01,60.500,4,112
16:59:05,60.500,4,111
16:59:09,60.500,4,111
16:59:13,60.500,4,112
16:59:17,60.500,4,112
16:59:21,60.500,4,110
16:59:25,60.500,4,113
16:59:29,60.500,4,112
16:59:33,60.500,4,110
16:59:37,60.500,4,112
16:59:41,60.500,4,112
16:59:45,60.500,4,112
16:59:49,60.500,4,112
16:59:53,60.500,4,111
16:59:57,60.500,4,112
17:00:01,60.500,4,112
17:00:05,60.500,4,112
17:00:09,60.500,4,113
17:00:13,60.500,4,111
17:00:17,60.500,4,113
17:00:21,60.500,4,110
17:00:25,60.500,4,113
17:00:29,60.500,4,113
17:00:33,60.500,4,110
17:00:37,60.500,4,113
17:00:41,60.500,4,110
17:00:45,60.500,4,113
17:00:49,60.500,4,112
17:00:53,60.500,4,112
17:00:57,60.500,4,113
17:01:01,60.500,4,113
17:01:05,60.500,4,113
17:01:09,60.500,4,114
17:01:13,60.500,4,113
17:01:17,60.500,4,112
17:01:21,60.500,4,112
17:01:25,60.500,4,113
17:01:29,60.500,4,113
