时间,电压,周期,温箱数据
14:55:58,50.500,4,102
14:56:02,30.500,4,101
14:56:06,30.500,4,101
14:56:10,30.500,4,102
14:56:14,30.500,4,103
14:56:18,30.500,4,101
14:56:22,30.500,4,102
14:56:26,30.500,4,102
14:56:30,30.500,4,101
14:56:34,30.500,4,101
14:56:38,30.500,4,103
14:56:42,30.500,4,100
14:56:46,30.500,4,103
14:56:50,30.500,4,102
14:56:54,30.500,4,101
14:56:58,30.500,4,102
14:57:02,30.500,4,102
14:57:06,30.500,4,101
14:57:10,30.500,4,102
14:57:14,30.500,4,102
14:57:18,30.500,4,101
14:57:22,30.500,4,101
14:57:26,30.500,4,103
14:57:30,30.500,4,102
14:57:34,30.500,4,101
14:57:38,30.500,4,102
14:57:42,30.500,4,102
14:57:46,30.500,4,102
14:57:50,30.500,4,101
14:57:54,30.500,4,102
14:57:58,30.500,4,101
14:58:02,50.500,4,100
14:58:06,50.500,4,102
14:58:10,50.500,4,103
14:58:14,50.500,4,102
14:58:18,50.500,4,101
14:58:22,50.500,4,100
14:58:26,50.500,4,101
14:58:30,50.500,4,102
14:58:34,50.500,4,100
14:58:38,50.500,4,102
14:58:42,50.500,4,102
14:58:46,50.500,4,102
14:58:50,50.500,4,102
14:58:54,50.500,4,102
14:58:58,50.500,4,101
14:59:02,50.500,4,101
14:59:06,50.500,4,103
14:59:10,50.500,4,103
14:59:14,50.500,4,102
14:59:18,50.500,4,101
14:59:22,50.500,4,102
14:59:26,50.500,4,102
14:59:30,50.500,4,102
14:59:34,50.500,4,101
14:59:38,50.500,4,100
14:59:42,50.500,4,103
14:59:46,50.500,4,102
14:59:50,50.500,4,102
14:59:54,50.500,4,102
14:59:58,50.500,4,101
15:00:02,30.500,4,102
15:00:06,30.500,4,103
15:00:10,30.500,4,102
15:00:14,30.500,4,102
15:00:18,30.500,4,101
15:00:22,30.500,4,103
15:00:26,30.500,4,103
15:00:30,30.500,4,101
15:00:34,30.500,4,099
15:00:38,30.500,4,103
15:00:42,30.500,4,101
15:00:46,30.500,4,102
15:00:50,30.500,4,103
15:00:54,30.500,4,102
15:00:58,30.500,4,101
15:01:02,30.500,4,103
15:01:06,30.500,4,102
15:01:10,30.500,4,102
15:01:14,30.500,4,102
15:01:18,30.500,4,102
15:01:22,30.500,4,104
15:01:26,30.500,4,102
15:01:30,30.500,4,102
15:01:34,30.500,4,102
15:01:38,30.500,4,102
15:01:42,30.500,4,102
15:01:46,30.500,4,103
15:01:50,30.500,4,103
15:01:55,30.500,4,100
15:01:58,30.500,4,104
15:02:02,50.500,4,101
15:02:06,50.500,4,102
15:02:10,50.500,4,102
15:02:14,50.500,4,101
15:02:18,50.500,4,104
15:02:22,50.500,4,102
15:02:26,50.500,4,102
15:02:30,50.500,4,103
15:02:34,50.500,4,102
15:02:38,50.500,4,101
15:02:42,50.500,4,101
15:02:46,50.500,4,102
15:02:50,50.500,4,103
15:02:54,50.500,4,101
15:02:58,50.500,4,102
15:03:02,30.500,4,101
15:03:06,30.500,4,102
15:03:10,30.500,4,102
15:03:14,30.500,4,103
15:03:18,30.500,4,102
15:03:22,30.500,4,102
15:03:26,30.500,4,102
15:03:30,30.500,4,102
15:03:34,30.500,4,104
15:03:38,30.500,4,103
15:03:42,30.500,4,101
15:03:46,30.500,4,102
15:03:50,30.500,4,102
15:03:54,30.500,4,103
15:03:58,30.500,4,104
15:04:02,30.500,4,103
15:04:06,30.500,4,102
15:04:10,30.500,4,102
15:04:14,30.500,4,103
15:04:18,30.500,4,103
15:04:22,30.500,4,102
15:04:26,30.500,4,101
15:04:30,30.500,4,101
15:04:34,30.500,4,103
15:04:38,30.500,4,102
15:04:42,30.500,4,103
15:04:46,30.500,4,103
15:04:50,30.500,4,102
15:04:54,30.500,4,100
15:04:58,30.500,4,101
15:05:02,30.500,4,103
15:05:06,30.500,4,105
15:05:10,30.500,4,102
15:05:14,30.500,4,102
15:05:18,30.500,4,100
15:05:22,30.500,4,103
15:05:26,30.500,4,102
15:05:30,30.500,4,101
15:05:34,30.500,4,100
15:05:38,30.500,4,102
15:05:42,30.500,4,102
15:05:46,30.500,4,101
15:05:50,30.500,4,102
15:05:54,30.500,4,101
15:05:58,30.500,4,101
15:06:02,50.500,4,102
15:06:06,50.500,4,101
15:06:10,50.500,4,102
15:06:14,50.500,4,103
15:06:18,50.500,4,101
15:06:22,50.500,4,102
15:06:26,50.500,4,103
15:06:30,50.500,4,099
15:06:34,50.500,4,102
15:06:38,50.500,4,101
15:06:42,50.500,4,103
15:06:47,50.500,4,102
15:06:51,50.500,4,102
15:06:54,50.500,4,102
15:06:58,50.500,4,103
15:07:02,30.500,4,101
15:07:07,30.500,4,101
15:07:10,30.500,4,102
15:07:15,30.500,4,102
15:07:19,30.500,4,101
15:07:23,30.500,4,103
15:07:27,30.500,4,102
15:07:31,30.500,4,102
15:07:35,30.500,4,102
15:07:39,30.500,4,102
15:07:43,30.500,4,102
15:07:48,30.500,4,102
15:07:51,30.500,4,102
15:07:55,30.500,4,103
15:07:59,30.500,4,102
15:08:03,30.500,4,101
15:08:07,30.500,4,102
15:08:11,30.500,4,101
15:08:15,30.500,4,100
15:08:19,30.500,4,102
15:08:23,30.500,4,101
15:08:27,30.500,4,102
15:08:31,30.500,4,102
15:08:35,30.500,4,101
15:08:39,30.500,4,103
15:08:43,30.500,4,101
15:08:47,30.500,4,102
15:08:51,30.500,4,102
15:08:55,30.500,4,102
15:08:59,30.500,4,103
15:09:03,50.500,4,101
15:09:07,50.500,4,102
15:09:11,50.500,4,102
15:09:15,50.500,4,101
15:09:19,50.500,4,102
15:09:23,50.500,4,102
15:09:27,50.500,4,102
15:09:31,50.500,4,102
15:09:35,50.500,4,101
15:09:39,50.500,4,102
15:09:43,50.500,4,102
15:09:47,50.500,4,102
15:09:51,50.500,4,101
15:09:55,50.500,4,100
15:09:59,50.500,4,102
15:10:03,30.500,4,100
15:10:07,30.500,4,102
15:10:11,30.500,4,100
15:10:15,30.500,4,100
15:10:19,30.500,4,101
15:10:23,30.500,4,101
15:10:27,30.500,4,102
15:10:31,30.500,4,102
15:10:35,30.500,4,103
15:10:39,30.500,4,102
15:10:43,30.500,4,102
15:10:47,30.500,4,104
15:10:51,30.500,4,102
15:10:55,30.500,4,101
15:10:59,30.500,4,101
15:11:03,50.500,4,101
15:11:07,50.500,4,102
15:11:11,50.500,4,100
15:11:15,50.500,4,102
15:11:19,50.500,4,101
15:11:23,50.500,4,101
15:11:27,50.500,4,103
15:11:31,50.500,4,102
15:11:35,50.500,4,102
15:11:39,50.500,4,103
15:11:43,50.500,4,101
15:11:47,50.500,4,102
15:11:51,50.500,4,102
15:11:55,50.500,4,102
15:11:59,50.500,4,102
15:12:03,50.500,4,101
15:12:07,50.500,4,102
15:12:11,50.500,4,102
15:12:15,50.500,4,101
15:12:19,50.500,4,101
15:12:23,50.500,4,102
15:12:27,50.500,4,103
15:12:31,50.500,4,102
15:12:35,50.500,4,101
15:12:39,50.500,4,103
15:12:43,50.500,4,103
15:12:47,50.500,4,099
15:12:51,50.500,4,103
15:12:55,50.500,4,102
15:12:59,50.500,4,100
15:13:03,30.500,4,102
15:13:07,30.500,4,102
15:13:11,30.500,4,102
15:13:15,30.500,4,100
15:13:19,30.500,4,102
15:13:23,30.500,4,102
15:13:27,30.500,4,102
15:13:31,30.500,4,102
15:13:35,30.500,4,102
15:13:39,30.500,4,102
15:13:43,30.500,4,103
15:13:47,30.500,4,100
15:13:51,30.500,4,102
15:13:55,30.500,4,102
15:13:59,30.500,4,102
15:14:03,50.500,4,102
15:14:07,50.500,4,103
15:14:11,50.500,4,102
15:14:15,50.500,4,101
15:14:19,50.500,4,102
15:14:23,50.500,4,103
15:14:27,50.500,4,103
15:14:31,50.500,4,102
15:14:35,50.500,4,102
15:14:39,50.500,4,103
15:14:43,50.500,4,103
15:14:47,50.500,4,101
15:14:51,50.500,4,102
15:14:55,50.500,4,103
15:14:59,50.500,4,103
15:15:03,50.500,4,103
15:15:07,50.500,4,101
15:15:11,50.500,4,103
15:15:15,50.500,4,103
15:15:19,50.500,4,104
15:15:23,50.500,4,102
15:15:27,50.500,4,102
15:15:31,50.500,4,103
15:15:35,50.500,4,102
15:15:39,50.500,4,101
15:15:43,50.500,4,103
15:15:47,50.500,4,102
15:15:51,50.500,4,103
15:15:55,50.500,4,102
15:15:59,50.500,4,103
15:16:04,30.500,4,104
15:16:07,30.500,4,104
15:16:11,30.500,4,103
15:16:15,30.500,4,102
15:16:19,30.500,4,102
15:16:23,30.500,4,103
15:16:27,30.500,4,103
15:16:31,30.500,4,104
15:16:35,30.500,4,104
15:16:39,30.500,4,103
15:16:43,30.500,4,104
15:16:47,30.500,4,104
15:16:51,30.500,4,104
15:16:55,30.500,4,103
15:16:59,30.500,4,104
15:17:03,30.500,4,103
15:17:07,30.500,4,103
15:17:11,30.500,4,103
15:17:15,30.500,4,105
15:17:19,30.500,4,103
15:17:23,30.500,4,104
15:17:27,30.500,4,103
15:17:31,30.500,4,102
15:17:35,30.500,4,104
15:17:39,30.500,4,104
15:17:43,30.500,4,103
15:17:47,30.500,4,104
15:17:51,30.500,4,102
15:17:55,30.500,4,103
15:17:59,30.500,4,102
15:18:03,30.500,4,102
15:18:07,30.500,4,104
15:18:11,30.500,4,104
15:18:15,30.500,4,103
15:18:19,30.500,4,104
15:18:24,30.500,4,103
15:18:28,30.500,4,104
15:18:32,30.500,4,103
15:18:36,30.500,4,103
15:18:40,30.500,4,103
15:18:44,30.500,4,104
15:18:48,30.500,4,104
15:18:52,30.500,4,103
15:18:56,30.500,4,102
15:19:00,30.500,4,102
15:19:04,50.500,4,102
15:19:08,50.500,4,103
15:19:12,50.500,4,103
15:19:16,50.500,4,103
15:19:20,50.500,4,103
15:19:24,50.500,4,104
15:19:28,50.500,4,104
15:19:32,50.500,4,104
15:19:36,50.500,4,104
15:19:40,50.500,4,103
15:19:44,50.500,4,102
15:19:48,50.500,4,102
15:19:52,50.500,4,103
15:19:56,50.500,4,104
15:20:00,50.500,4,104
15:20:04,50.500,4,103
15:20:08,50.500,4,102
15:20:12,50.500,4,102
15:20:16,50.500,4,103
15:20:20,50.500,4,104
15:20:24,50.500,4,104
15:20:28,50.500,4,102
15:20:32,50.500,4,103
15:20:36,50.500,4,102
15:20:40,50.500,4,103
15:20:44,50.500,4,105
15:20:48,50.500,4,104
15:20:52,50.500,4,103
15:20:56,50.500,4,102
15:21:00,50.500,4,103
15:21:04,50.500,4,104
15:21:08,50.500,4,104
15:21:12,50.500,4,104
15:21:16,50.500,4,103
15:21:20,50.500,4,104
15:21:24,50.500,4,104
15:21:28,50.500,4,103
15:21:32,50.500,4,102
15:21:36,50.500,4,103
15:21:40,50.500,4,102
15:21:44,50.500,4,102
15:21:48,50.500,4,104
15:21:52,50.500,4,103
15:21:56,50.500,4,103
15:22:00,50.500,4,105
15:22:04,30.500,4,104
15:22:08,30.500,4,105
15:22:12,30.500,4,104
15:22:16,30.500,4,104
15:22:20,30.500,4,104
15:22:24,30.500,4,105
15:22:28,30.500,4,104
15:22:32,30.500,4,105
15:22:36,30.500,4,104
15:22:40,30.500,4,105
15:22:44,30.500,4,104
15:22:48,30.500,4,103
15:22:52,30.500,4,104
15:22:56,30.500,4,104
15:23:00,30.500,4,104
15:23:04,50.500,4,104
15:23:08,50.500,4,104
15:23:12,50.500,4,104
15:23:16,50.500,4,103
15:23:20,50.500,4,105
15:23:24,50.500,4,103
15:23:28,50.500,4,104
15:23:32,50.500,4,103
15:23:36,50.500,4,103
15:23:40,50.500,4,103
15:23:44,50.500,4,104
15:23:48,50.500,4,104
15:23:52,50.500,4,103
15:23:57,50.500,4,104
15:24:00,50.500,4,104
15:24:04,30.500,4,105
15:24:08,30.500,4,102
15:24:12,30.500,4,103
15:24:16,30.500,4,105
15:24:20,30.500,4,103
15:24:24,30.500,4,104
15:24:28,30.500,4,105
15:24:32,30.500,4,104
15:24:36,30.500,4,104
15:24:40,30.500,4,104
15:24:44,30.500,4,104
15:24:48,30.500,4,105
15:24:52,30.500,4,104
15:24:56,30.500,4,103
15:25:00,30.500,4,104
15:25:04,30.500,4,105
15:25:08,30.500,4,104
15:25:12,30.500,4,103
15:25:16,30.500,4,105
15:25:20,30.500,4,104
15:25:24,30.500,4,104
15:25:28,30.500,4,105
15:25:32,30.500,4,102
15:25:36,30.500,4,104
15:25:40,30.500,4,105
15:25:44,30.500,4,105
15:25:48,30.500,4,104
15:25:52,30.500,4,104
15:25:56,30.500,4,104
15:26:00,30.500,4,104
15:26:04,30.500,4,104
15:26:08,30.500,4,104
15:26:12,30.500,4,104
15:26:16,30.500,4,105
15:26:20,30.500,4,104
15:26:24,30.500,4,104
15:26:28,30.500,4,105
15:26:32,30.500,4,105
15:26:36,30.500,4,102
15:26:40,30.500,4,104
15:26:44,30.500,4,104
15:26:48,30.500,4,105
15:26:52,30.500,4,105
15:26:56,30.500,4,105
15:27:00,30.500,4,104
15:27:04,30.500,4,104
15:27:08,30.500,4,105
15:27:12,30.500,4,104
15:27:16,30.500,4,104
15:27:20,30.500,4,103
15:27:24,30.500,4,104
15:27:28,30.500,4,102
15:27:32,30.500,4,104
15:27:36,30.500,4,104
15:27:40,30.500,4,102
15:27:44,30.500,4,103
15:27:48,30.500,4,104
15:27:52,30.500,4,102
15:27:56,30.500,4,105
15:28:00,30.500,4,103
15:28:04,50.500,4,103
15:28:08,50.500,4,104
15:28:12,50.500,4,105
15:28:16,50.500,4,103
15:28:20,50.500,4,103
15:28:24,50.500,4,104
15:28:28,50.500,4,103
15:28:32,50.500,4,104
15:28:36,50.500,4,102
15:28:40,50.500,4,104
15:28:44,50.500,4,102
15:28:48,50.500,4,102
15:28:52,50.500,4,103
15:28:56,50.500,4,104
15:29:00,50.500,4,105
15:29:04,50.500,4,105
15:29:08,50.500,4,103
15:29:12,50.500,4,104
15:29:16,50.500,4,104
15:29:20,50.500,4,103
15:29:24,50.500,4,105
15:29:28,50.500,4,103
15:29:32,50.500,4,103
15:29:37,50.500,4,104
15:29:41,50.500,4,103
15:29:45,50.500,4,104
15:29:49,50.500,4,103
15:29:53,50.500,4,104
15:29:57,50.500,4,104
15:30:01,50.500,4,103
15:30:05,30.500,4,102
15:30:09,30.500,4,103
15:30:13,30.500,4,103
15:30:17,30.500,4,103
15:30:21,30.500,4,105
15:30:25,30.500,4,103
15:30:29,30.500,4,104
15:30:33,30.500,4,104
15:30:37,30.500,4,103
15:30:41,30.500,4,104
15:30:45,30.500,4,103
15:30:49,30.500,4,104
15:30:53,30.500,4,105
15:30:57,30.500,4,104
15:31:01,30.500,4,102
15:31:05,50.500,4,104
15:31:09,50.500,4,104
15:31:13,50.500,4,104
15:31:17,50.500,4,103
15:31:21,50.500,4,104
15:31:25,50.500,4,104
15:31:29,50.500,4,102
15:31:33,50.500,4,105
15:31:37,50.500,4,103
15:31:41,50.500,4,104
15:31:45,50.500,4,104
15:31:49,50.500,4,103
15:31:53,50.500,4,105
15:31:57,50.500,4,104
15:32:01,50.500,4,102
15:32:05,30.500,4,105
15:32:09,30.500,4,103
15:32:13,30.500,4,104
15:32:17,30.500,4,104
15:32:21,30.500,4,103
15:32:25,30.500,4,104
15:32:29,30.500,4,104
15:32:33,30.500,4,103
15:32:37,30.500,4,104
15:32:41,30.500,4,104
15:32:45,30.500,4,104
15:32:49,30.500,4,103
15:32:53,30.500,4,104
15:32:57,30.500,4,104
15:33:01,30.500,4,105
15:33:05,50.500,4,104
15:33:09,50.500,4,101
15:33:13,50.500,4,104
15:33:17,50.500,4,105
15:33:21,50.500,4,104
15:33:25,50.500,4,104
15:33:29,50.500,4,104
15:33:33,50.500,4,105
15:33:37,50.500,4,102
15:33:41,50.500,4,103
15:33:45,50.500,4,105
15:33:49,50.500,4,104
15:33:53,50.500,4,104
15:33:57,50.500,4,105
15:34:01,50.500,4,103
15:34:05,50.500,4,105
15:34:09,50.500,4,103
15:34:13,50.500,4,103
15:34:17,50.500,4,104
15:34:21,50.500,4,104
15:34:25,50.500,4,105
15:34:29,50.500,4,105
15:34:33,50.500,4,104
15:34:37,50.500,4,104
15:34:41,50.500,4,104
15:34:45,50.500,4,105
15:34:49,50.500,4,105
15:34:53,50.500,4,104
15:34:57,50.500,4,104
15:35:01,50.500,4,105
15:35:05,50.500,4,104
15:35:09,50.500,4,105
15:35:13,50.500,4,105
15:35:17,50.500,4,104
15:35:21,50.500,4,104
15:35:25,50.500,4,104
15:35:29,50.500,4,104
15:35:33,50.500,4,105
15:35:37,50.500,4,103
15:35:41,50.500,4,103
15:35:45,50.500,4,104
15:35:49,50.500,4,104
15:35:53,50.500,4,105
15:35:57,50.500,4,104
15:36:01,50.500,4,104
15:36:05,30.500,4,105
15:36:09,30.500,4,105
15:36:13,30.500,4,104
15:36:17,30.500,4,108
15:36:21,30.500,4,103
15:36:25,30.500,4,104
15:36:29,30.500,4,106
15:36:33,30.500,4,105
15:36:37,30.500,4,106
15:36:41,30.500,4,106
15:36:45,30.500,4,104
15:36:49,30.500,4,105
15:36:53,30.500,4,105
15:36:57,30.500,4,105
15:37:01,30.500,4,105
15:37:05,30.500,4,104
15:37:09,30.500,4,103
15:37:13,30.500,4,105
15:37:17,30.500,4,106
15:37:21,30.500,4,106
15:37:25,30.500,4,103
15:37:29,30.500,4,105
15:37:33,30.500,4,102
15:37:37,30.500,4,105
15:37:41,30.500,4,104
15:37:45,30.500,4,103
15:37:49,30.500,4,105
15:37:53,30.500,4,104
15:37:57,30.500,4,106
15:38:01,30.500,4,104
15:38:05,50.500,4,103
15:38:09,50.500,4,106
15:38:13,50.500,4,105
15:38:17,50.500,4,104
15:38:21,50.500,4,106
15:38:25,50.500,4,105
15:38:29,50.500,4,104
15:38:33,50.500,4,104
15:38:37,50.500,4,106
15:38:41,50.500,4,106
15:38:45,50.500,4,106
15:38:50,50.500,4,103
15:38:53,50.500,4,105
15:38:57,50.500,4,104
15:39:01,50.500,4,105
15:39:05,50.500,4,105
15:39:09,50.500,4,106
15:39:13,50.500,4,105
15:39:17,50.500,4,106
15:39:21,50.500,4,104
15:39:25,50.500,4,105
15:39:29,50.500,4,105
15:39:33,50.500,4,106
15:39:37,50.500,4,105
15:39:41,50.500,4,102
15:39:45,50.500,4,103
15:39:49,50.500,4,106
15:39:53,50.500,4,106
15:39:57,50.500,4,105
15:40:01,50.500,4,104
15:40:05,50.500,4,104
15:40:09,50.500,4,107
15:40:13,50.500,4,106
15:40:17,50.500,4,104
15:40:21,50.500,4,106
15:40:25,50.500,4,104
15:40:29,50.500,4,105
15:40:33,50.500,4,104
15:40:37,50.500,4,106
15:40:41,50.500,4,106
15:40:45,50.500,4,106
15:40:49,50.500,4,106
15:40:54,50.500,4,105
15:40:58,50.500,4,105
15:41:02,50.500,4,106
15:41:06,50.500,4,105
15:41:10,50.500,4,106
15:41:14,50.500,4,107
15:41:18,50.500,4,105
15:41:22,50.500,4,105
15:41:26,50.500,4,106
15:41:30,50.500,4,105
15:41:34,50.500,4,106
15:41:38,50.500,4,106
15:41:42,50.500,4,105
15:41:46,50.500,4,103
15:41:50,50.500,4,106
15:41:54,50.500,4,107
15:41:58,50.500,4,107
15:42:02,50.500,4,106
15:42:06,30.500,4,106
15:42:10,30.500,4,104
15:42:14,30.500,4,105
15:42:18,30.500,4,105
15:42:22,30.500,4,104
15:42:26,30.500,4,106
15:42:30,30.500,4,106
15:42:34,30.500,4,106
15:42:38,30.500,4,107
15:42:42,30.500,4,105
15:42:46,30.500,4,107
15:42:50,30.500,4,107
15:42:54,30.500,4,106
15:42:58,30.500,4,108
15:43:02,30.500,4,106
15:43:06,50.500,4,106
15:43:10,50.500,4,106
15:43:14,50.500,4,106
15:43:18,50.500,4,105
15:43:22,50.500,4,106
15:43:26,50.500,4,105
15:43:30,50.500,4,108
15:43:34,50.500,4,106
15:43:38,50.500,4,106
15:43:42,50.500,4,107
15:43:46,50.500,4,106
15:43:50,50.500,4,104
15:43:54,50.500,4,108
15:43:58,50.500,4,108
15:44:02,50.500,4,106
15:44:06,50.500,4,106
15:44:10,50.500,4,106
15:44:14,50.500,4,106
15:44:18,50.500,4,107
15:44:22,50.500,4,107
15:44:26,50.500,4,107
15:44:30,50.500,4,105
15:44:34,50.500,4,108
15:44:38,50.500,4,108
15:44:42,50.500,4,107
15:44:46,50.500,4,106
15:44:50,50.500,4,106
15:44:54,50.500,4,106
15:44:58,50.500,4,106
15:45:02,50.500,4,106
15:45:06,50.500,4,108
15:45:10,50.500,4,107
15:45:14,50.500,4,105
15:45:18,50.500,4,105
15:45:22,50.500,4,108
15:45:26,50.500,4,107
15:45:30,50.500,4,106
15:45:34,50.500,4,108
15:45:38,50.500,4,106
15:45:42,50.500,4,107
15:45:46,50.500,4,107
15:45:50,50.500,4,107
15:45:54,50.500,4,107
15:45:58,50.500,4,109
15:46:02,50.500,4,107
15:46:06,50.500,4,106
15:46:10,50.500,4,107
15:46:15,50.500,4,105
15:46:18,50.500,4,108
15:46:22,50.500,4,108
15:46:26,50.500,4,107
15:46:30,50.500,4,107
15:46:34,50.500,4,107
15:46:38,50.500,4,108
15:46:42,50.500,4,106
15:46:46,50.500,4,108
15:46:50,50.500,4,108
15:46:54,50.500,4,108
15:46:58,50.500,4,108
15:47:02,50.500,4,108
15:47:06,50.500,4,107
15:47:10,50.500,4,109
15:47:14,50.500,4,108
15:47:18,50.500,4,109
15:47:22,50.500,4,107
15:47:26,50.500,4,107
15:47:30,50.500,4,109
15:47:35,50.500,4,107
15:47:38,50.500,4,106
15:47:42,50.500,4,109
15:47:46,50.500,4,108
15:47:50,50.500,4,108
15:47:54,50.500,4,108
15:47:58,50.500,4,107
15:48:02,50.500,4,108
